TRAIT,DATE,QUALITY,ENTRY_CODE,ENTRY_NAME,COMP,RATER,ROW,COL,PLOC_CODE,YEAR,MONTH,RATING_EVENT,RATING_EVENT_CODE,MONTH_CODE,YEAR_CODE,TEST_LOC
Turf Quality,2/13/19,5,71,A10-280,Mountain View Seeds,APC,3,6,211,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,19,NuRush (J-3510),Jacklin Seed by Simplot,APC,6,5,55,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,70,PPG-KB 1131,Mountain View Seeds,APC,26,1,210,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,45,Skye,Standard,APC,2,8,133,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,51,DLFPS-340/3556,DLF Pickseed USA,APC,15,10,152,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,43,Pivot,Columbia River Seed,APC,8,1,127,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,19,NuRush (J-3510),Jacklin Seed by Simplot,APC,11,2,56,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,70,PPG-KB 1131,Mountain View Seeds,APC,16,10,209,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,37,NAI-14-132,Columbia River Seed,APC,13,4,110,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,70,PPG-KB 1131,Mountain View Seeds,APC,5,9,208,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,19,NuRush (J-3510),Jacklin Seed by Simplot,APC,25,1,57,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,69,A11-38,Peak Plant Genetics,APC,20,8,207,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,51,DLFPS-340/3556,DLF Pickseed USA,APC,1,1,151,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,67,A11-26,Mountain View Seeds,APC,16,7,200,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,52,DLFPS-340/3553,DLF Pickseed USA,APC,9,9,154,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,5,45,Skye,Standard,APC,24,8,135,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,65,A16-7,Mountain View Seeds,APC,16,5,194,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,5,52,DLFPS-340/3553,DLF Pickseed USA,APC,20,7,156,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,35,Orion (PST-K13-143),Pure Seed Testing Inc.,APC,27,4,105,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,5,24,BAR PP 7K426,Barenbrug Research,APC,12,4,71,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,65,A16-7,Mountain View Seeds,APC,3,5,193,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,64,A16-1,Mountain View Seeds,APC,20,2,192,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,6,24,BAR PP 7K426,Barenbrug Research,APC,8,9,70,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,48,Cloud (GO-2425),Grassland Oregon,APC,21,6,144,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,64,A16-1,Mountain View Seeds,APC,16,4,191,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,53,DLFPS-340/3494,DLF Pickseed USA,APC,5,4,157,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,25,BAR PP 7236V,Barenbrug Research,APC,5,8,73,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,64,A16-1,Mountain View Seeds,APC,7,6,190,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,46,Bombay (GO-22B23),Grassland Oregon,APC,14,6,137,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,41,Heartland (NAI-14-187),Columbia River Seed,APC,19,6,123,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,5,24,BAR PP 7K426,Barenbrug Research,APC,25,6,72,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,65,A16-7,Mountain View Seeds,APC,19,10,195,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,5,23,Barvette HGT®,Standard,APC,24,6,69,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,36,NAI-14-128,Columbia River Seed,APC,8,4,106,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,42,Aviator II (NAI-15-84),Columbia River Seed,APC,14,2,125,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,36,NAI-14-128,Columbia River Seed,APC,13,5,107,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,22,BAR PP 79366,Barenbrug Research,APC,12,2,65,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,67,A11-26,Mountain View Seeds,APC,8,6,199,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,22,BAR PP 79366,Barenbrug Research,APC,26,5,66,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,66,A12-34,Mountain View Seeds,APC,22,7,198,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,39,Comanche (NAI-14-176),Columbia River Seed,APC,13,2,116,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,49,DLFPS-340/3364,DLF Pickseed USA,APC,3,9,145,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,23,Barvette HGT®,Standard,APC,9,6,67,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,66,A12-34,Mountain View Seeds,APC,16,6,197,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,46,Bombay (GO-22B23),Grassland Oregon,APC,8,7,136,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,52,DLFPS-340/3553,DLF Pickseed USA,APC,15,9,155,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,42,Aviator II (NAI-15-84),Columbia River Seed,APC,5,3,124,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,6,23,Barvette HGT®,Standard,APC,12,3,68,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,66,A12-34,Mountain View Seeds,APC,2,1,196,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,63,MVS-130,Mountain View Seeds,APC,20,4,189,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,26,BAR PP 79494,Barenbrug Research,APC,19,9,78,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,44,Blue Devil,Columbia Seeds,APC,9,5,130,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,89,PST-T14-39,Pure Seed Testing Inc.,APC,22,9,267,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,6,RAD 553,Seeds Inc.,APC,7,5,16,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,84,PST-11-7,DLF Pickseed USA,APC,23,7,252,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,82,Electric (PST-K11-118),Pure Seed Testing Inc.,APC,23,6,246,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,5,88,Midnight,Standard,APC,18,8,263,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,5,75,A15-6,Peak Plant Genetics,APC,23,4,225,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,13,KH3492,Pennington Seed,APC,1,9,37,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,3,A99-2897,Turf Merchants Inc.,APC,10,3,8,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,5,9,AKB3128,Pennington Seed,APC,2,10,25,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,76,A16-17,Peak Plant Genetics,APC,6,2,226,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,5,4,Syrah (LTP-11-41),Lebanon Seaboard Corp.,APC,10,4,11,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,77,Prosperity,Blue Mt. Seeds Inc.,APC,27,8,231,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,13,KH3492,Pennington Seed,APC,22,5,39,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,5,80,Paloma (PST-K13-139),Pure Seed Testing Inc.,APC,17,1,239,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,10,AKB3179,Pennington Seed,APC,3,2,28,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,83,Dublin (PST-K15-157),Pure Seed Testing Inc.,APC,22,2,249,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,11,AKB3241,Pennington Seed,APC,11,10,32,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,79,Kenblue,Standard,APC,8,2,235,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,1,A11-40,Landmark Turf & Native Seed,APC,10,1,2,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,85,PST-K15-167,Pure Seed Testing Inc.,APC,18,5,254,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,14,Yellowstone (A12-7),Landmark Turf & Native Seed,APC,3,8,40,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,5,3,A99-2897,Turf Merchants Inc.,APC,20,5,9,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,9,AKB3128,Pennington Seed,APC,24,2,27,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,80,Paloma (PST-K13-139),Pure Seed Testing Inc.,APC,21,8,240,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,82,Electric (PST-K11-118),Pure Seed Testing Inc.,APC,18,2,245,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,9,AKB3128,Pennington Seed,APC,10,9,26,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,76,A16-17,Peak Plant Genetics,APC,17,5,227,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,2,A13-1,Landmark Turf & Native Seed,APC,6,9,4,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,89,PST-T14-39,Pure Seed Testing Inc.,APC,4,3,265,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,14,Yellowstone (A12-7),Landmark Turf & Native Seed,APC,11,7,41,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,87,PST-K15-172,Pure Seed Testing Inc.,APC,18,7,260,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,78,A06-8,Blue Mt. Seeds Inc.,APC,17,3,233,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,86,New Moon (PST-K15-177),Pure Seed Testing Inc.,APC,27,5,258,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,5,Blue Knight,Ledeboer Plant Breeding,APC,10,5,14,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,81,PST-K13-141,Pure Seed Testing Inc.,APC,2,5,241,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,12,NK-1,Pennington Seed,APC,26,9,36,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,5,84,PST-11-7,DLF Pickseed USA,APC,18,4,251,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,5,81,PST-K13-141,Pure Seed Testing Inc.,APC,18,1,242,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,11,AKB3241,Pennington Seed,APC,24,1,33,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,77,Prosperity,Blue Mt. Seeds Inc.,APC,17,4,230,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,78,A06-8,Blue Mt. Seeds Inc.,APC,25,4,234,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,5,8,Babe,Seeds Inc.,APC,10,8,23,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,6,RAD 553,Seeds Inc.,APC,24,9,18,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,8,Babe,Seeds Inc.,APC,9,4,22,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,12,NK-1,Pennington Seed,APC,5,10,34,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,88,Midnight,Standard,APC,22,3,264,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,7,Selway,Seeds Inc.,APC,1,3,19,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,2,A13-1,Landmark Turf & Native Seed,APC,10,2,5,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,81,PST-K13-141,Pure Seed Testing Inc.,APC,24,10,243,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,79,Kenblue,Standard,APC,25,8,237,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,14,Yellowstone (A12-7),Landmark Turf & Native Seed,APC,23,1,42,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,5,Blue Knight,Ledeboer Plant Breeding,APC,7,10,13,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,88,Midnight,Standard,APC,6,6,262,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,6,RAD 553,Seeds Inc.,APC,10,6,17,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,82,Electric (PST-K11-118),Pure Seed Testing Inc.,APC,2,2,244,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,86,New Moon (PST-K15-177),Pure Seed Testing Inc.,APC,18,6,257,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,5,76,A16-17,Peak Plant Genetics,APC,21,1,228,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,11,AKB3241,Pennington Seed,APC,9,2,31,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,79,Kenblue,Standard,APC,17,2,236,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,89,PST-T14-39,Pure Seed Testing Inc.,APC,18,9,266,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,7,Selway,Seeds Inc.,APC,10,7,20,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,5,13,KH3492,Pennington Seed,APC,11,8,38,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,3,A99-2897,Turf Merchants Inc.,APC,4,2,7,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,78,A06-8,Blue Mt. Seeds Inc.,APC,6,7,232,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,8,Babe,Seeds Inc.,APC,19,1,24,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,10,AKB3179,Pennington Seed,APC,25,2,30,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,85,PST-K15-167,Pure Seed Testing Inc.,APC,24,7,255,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,85,PST-K15-167,Pure Seed Testing Inc.,APC,7,1,253,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,83,Dublin (PST-K15-157),Pure Seed Testing Inc.,APC,18,3,248,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,2,A13-1,Landmark Turf & Native Seed,APC,27,3,6,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,87,PST-K15-172,Pure Seed Testing Inc.,APC,22,10,261,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,4,Syrah (LTP-11-41),Lebanon Seaboard Corp.,APC,6,1,10,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,7,Selway,Seeds Inc.,APC,26,6,21,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,1,A11-40,Landmark Turf & Native Seed,APC,9,1,1,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,84,PST-11-7,DLF Pickseed USA,APC,7,8,250,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,12,NK-1,Pennington Seed,APC,11,9,35,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,5,Blue Knight,Ledeboer Plant Breeding,APC,23,5,15,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,75,A15-6,Peak Plant Genetics,APC,17,6,224,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,1,A11-40,Landmark Turf & Native Seed,APC,21,4,3,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,77,Prosperity,Blue Mt. Seeds Inc.,APC,4,9,229,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,83,Dublin (PST-K15-157),Pure Seed Testing Inc.,APC,9,8,247,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,4,Syrah (LTP-11-41),Lebanon Seaboard Corp.,APC,19,8,12,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,3,86,New Moon (PST-K15-177),Pure Seed Testing Inc.,APC,5,5,256,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,80,Paloma (PST-K13-139),Pure Seed Testing Inc.,APC,6,10,238,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,10,AKB3179,Pennington Seed,APC,10,10,29,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,2/13/19,4,87,PST-K15-172,Pure Seed Testing Inc.,APC,1,4,259,2019,Feb,APC-2019-02-13,4,3,2,"Stillwater, OK"
Turf Quality,3/22/19,4,37,NAI-14-132,Columbia River Seed,APC,13,4,110,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,4,28,RAD-1776,Barenbrug Research,APC,23,8,84,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,5,20,BAR PP 71213,Barenbrug Research,APC,2,4,58,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,6,12,NK-1,Pennington Seed,APC,26,9,36,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,4,19,NuRush (J-3510),Jacklin Seed by Simplot,APC,11,2,56,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,4,4,Syrah (LTP-11-41),Lebanon Seaboard Corp.,APC,6,1,10,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,3,69,A11-38,Peak Plant Genetics,APC,20,8,207,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,4,37,NAI-14-132,Columbia River Seed,APC,26,3,111,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,4,28,RAD-1776,Barenbrug Research,APC,6,3,82,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,4,60,DLFPS-340/3550,DLF Pickseed USA,APC,25,7,180,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,5,51,DLFPS-340/3556,DLF Pickseed USA,APC,1,1,151,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,4,28,RAD-1776,Barenbrug Research,APC,12,8,83,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,6,61,DLFPS-340/3551,DLF Pickseed USA,APC,4,4,181,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,4,70,PPG-KB 1131,Mountain View Seeds,APC,5,9,208,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,3,77,Prosperity,Blue Mt. Seeds Inc.,APC,27,8,231,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,4,19,NuRush (J-3510),Jacklin Seed by Simplot,APC,25,1,57,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,4,82,Electric (PST-K11-118),Pure Seed Testing Inc.,APC,2,2,244,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,5,60,DLFPS-340/3550,DLF Pickseed USA,APC,15,1,179,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,3,41,Heartland (NAI-14-187),Columbia River Seed,APC,19,6,123,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,5,61,DLFPS-340/3551,DLF Pickseed USA,APC,16,1,182,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,5,8,Babe,Seeds Inc.,APC,10,8,23,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,7,29,Jersey (NAI-A16-3),Novel AG Inc.,APC,12,9,86,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,3,82,Electric (PST-K11-118),Pure Seed Testing Inc.,APC,18,2,245,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,6,42,Aviator II (NAI-15-84),Columbia River Seed,APC,14,2,125,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,3,59,DLFPS-340/3455,DLF Pickseed USA,APC,7,3,175,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,5,7,Selway,Seeds Inc.,APC,26,6,21,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,6,18,J-2726,Jacklin Seed by Simplot,APC,11,3,53,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,4,30,Twilight (NAI-13-132),SiteOne Landscape Supply,APC,5,6,88,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,4,77,Prosperity,Blue Mt. Seeds Inc.,APC,4,9,229,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,7,83,Dublin (PST-K15-157),Pure Seed Testing Inc.,APC,9,8,247,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,4,36,NAI-14-128,Columbia River Seed,APC,21,2,108,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,5,58,DLFPS-340/3444,DLF Pickseed USA,APC,19,5,174,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,6,71,A10-280,Mountain View Seeds,APC,17,10,212,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,7,71,A10-280,Mountain View Seeds,APC,26,4,213,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,6,52,DLFPS-340/3553,DLF Pickseed USA,APC,9,9,154,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,4,18,J-2726,Jacklin Seed by Simplot,APC,7,2,52,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
Turf Quality,3/22/19,5,13,KH3492,Pennington Seed,APC,11,8,38,2019,Mar,APC-2019-03-22,5,7,2,"Stillwater, OK"
